image_path,label,split,fold_id,detection_count,slots
tiny_HaGRID/full_set/call/138a4d96-f39b-4fdb-8a1f-15b75e3a73f5.jpg,call,test,3,2,"{'left': {'present': True, 'score': 0.9988138675689697, 'handedness': 'Left'}, 'right': {'present': True, 'score': 0.9935437440872192, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/1435f5f9-f25c-467d-aa04-0b47a791aae4.jpg,call,test,0,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9747284650802612, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/148ebdcb-697a-42bb-8beb-6e6318469d47.jpg,call,test,3,2,"{'left': {'present': True, 'score': 0.9913249015808105, 'handedness': 'Left'}, 'right': {'present': True, 'score': 0.9732670783996582, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/15c14443-a5f3-4769-aa82-ff22b2ae58c7.jpg,call,test,2,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9577906131744385, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/15df3a00-fed6-4029-bee9-f8a65d02a887.jpg,call,test,2,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9748266935348511, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/1628dba2-2113-40f0-85b1-d6d9f2ef6a7a.jpg,call,test,2,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.642084002494812, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/176ec431-ea60-4fe1-a892-dcf281f5a7e6.jpg,call,test,3,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.961135983467102, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/18d7537a-df8e-4435-b028-38f720f3e2ba.jpg,call,test,4,2,"{'left': {'present': True, 'score': 0.9929389357566833, 'handedness': 'Left'}, 'right': {'present': True, 'score': 0.9840760231018066, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/190e2e15-fc8b-4440-aef6-07dc7eb9e90a.jpg,call,test,2,2,"{'left': {'present': True, 'score': 0.9725230932235718, 'handedness': 'Left'}, 'right': {'present': True, 'score': 0.9894159436225891, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/1942eeb7-0e34-41dd-a155-d03096347e02.jpg,call,test,3,1,"{'left': {'present': True, 'score': 0.8123857975006104, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/199cc9e5-786d-47c1-a825-5a37996aa67f.jpg,call,test,4,2,"{'left': {'present': True, 'score': 0.9704883098602295, 'handedness': 'Left'}, 'right': {'present': True, 'score': 0.9916526079177856, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/19a8ac09-4c03-4b5d-b608-0ad46f8075ab.jpg,call,test,2,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9836736917495728, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/19aec3f2-2f8d-4789-9f1e-00307c255e4b.jpg,call,test,1,1,"{'left': {'present': True, 'score': 0.9525161385536194, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/19c459b2-f263-4004-9273-ae4b94b4a741.jpg,call,test,3,1,"{'left': {'present': True, 'score': 0.9821529388427734, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/1aa3876b-3ed1-493a-b9a2-e18b66e88edb.jpg,call,test,1,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9879725575447083, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/1acf0cde-ee33-47e6-8d29-d9289f63bd22.jpg,call,test,0,1,"{'left': {'present': True, 'score': 0.954973578453064, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/1c74a168-3bdb-4fdc-9f45-51fea64bbb0e.jpg,call,test,3,2,"{'left': {'present': True, 'score': 0.9743530750274658, 'handedness': 'Left'}, 'right': {'present': True, 'score': 0.9898589253425598, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/1c82bd3b-a53c-4ad3-b676-f9b3b2c6e66d.jpg,call,test,1,1,"{'left': {'present': True, 'score': 0.9875311255455017, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/1ce1d7bf-6fb1-4bb9-8162-a087dec7c979.jpg,call,test,3,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9664061665534973, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/1db2c669-d03c-40fa-a313-b28f1339d4e4.jpg,call,test,1,2,"{'left': {'present': True, 'score': 0.9974392652511597, 'handedness': 'Left'}, 'right': {'present': True, 'score': 0.9969130754470825, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/1df90e7f-72ff-4ba2-a0da-cc3cd8de7d53.jpg,call,test,2,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9867060780525208, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/1e2604f8-b92c-487d-a62b-469e70cc9e63.jpg,call,test,3,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9823843240737915, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/1e49d550-eb7d-4c01-a0f4-d11dfb989c89.jpg,call,test,2,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9478766322135925, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/1e7587d9-70a3-4138-85ee-660d9d5b10ef.jpg,call,test,1,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9737775325775146, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/1f3edaf0-284f-40df-b73c-c404b0e5cc7b.jpg,call,test,4,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9601017236709595, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/1f541975-b18b-477a-b137-16631d3d7d8a.jpg,call,test,0,1,"{'left': {'present': True, 'score': 0.9660670757293701, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/1fa9bb3f-42cf-414d-bde1-1a388de0c07d.jpg,call,test,2,1,"{'left': {'present': True, 'score': 0.9841830134391785, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/1fd85eba-c34c-4da1-b74a-e187539df50a.jpg,call,test,3,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.8749414682388306, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/2169bf59-923a-453d-809a-d3368e049838.jpg,call,test,1,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9361883401870728, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/228f74f4-030f-48dd-ad78-28c3cca0929f.jpg,call,test,2,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9910896420478821, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/232fa4ad-9bdb-4ace-97a2-544d880adba4.jpg,call,test,2,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9857214689254761, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/236227f5-bcdd-4d25-88ed-541ff5fba859.jpg,call,test,0,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9688762426376343, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/23caa00e-69f2-4768-ab14-59fcb43c4a65.jpg,call,test,1,2,"{'left': {'present': True, 'score': 0.9528694152832031, 'handedness': 'Left'}, 'right': {'present': True, 'score': 0.9771389961242676, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/250e9cf7-67f4-4253-a0af-95391950416f.jpg,call,test,0,1,"{'left': {'present': True, 'score': 0.9937167167663574, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/25b48c9d-9dbe-409c-9122-ee12f3644d63.jpg,call,test,1,1,"{'left': {'present': True, 'score': 0.8606262803077698, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/26f238cc-bcde-4e24-856b-36de99410237.jpg,call,test,4,2,"{'left': {'present': True, 'score': 0.9967010617256165, 'handedness': 'Left'}, 'right': {'present': True, 'score': 0.9823805689811707, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/2777af87-e9ab-4fab-95f7-8fe021e2602a.jpg,call,test,1,1,"{'left': {'present': True, 'score': 0.9869913458824158, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/27909c9d-d715-45ef-b803-e75112a4a08e.jpg,call,test,3,2,"{'left': {'present': True, 'score': 0.9804003238677979, 'handedness': 'Left'}, 'right': {'present': True, 'score': 0.9542829394340515, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/27cd9a37-8923-477f-893f-69a653e06258.jpg,call,test,4,1,"{'left': {'present': True, 'score': 0.98126220703125, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/27ed2f59-5d2f-4fac-bab7-5cdf432d7fb2.jpg,call,test,1,1,"{'left': {'present': True, 'score': 0.997808039188385, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/28fa7cbc-df27-4ed6-b644-7007e0f87742.jpg,call,test,1,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9606596231460571, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/2910fff7-cfd5-4811-9c5e-78bb0aa1d10c.jpg,call,test,4,1,"{'left': {'present': True, 'score': 0.9745932817459106, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/296f9c68-934f-4859-b253-25109080bd68.jpg,call,test,3,1,"{'left': {'present': True, 'score': 0.9494377970695496, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/2a10e13d-775f-4477-bfc5-f96054c8f92e.jpg,call,test,4,2,"{'left': {'present': True, 'score': 0.8628638982772827, 'handedness': 'Left'}, 'right': {'present': True, 'score': 0.9928852319717407, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/2a8090f8-c973-4d9f-8d05-62e4b4486a70.jpg,call,test,0,1,"{'left': {'present': True, 'score': 0.840421736240387, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/2b141db1-69e3-4be3-b384-b5e06c534668.jpg,call,test,4,1,"{'left': {'present': True, 'score': 0.9841181635856628, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/2b1dba07-cf37-43ad-90d7-5acc11a38960.jpg,call,test,3,1,"{'left': {'present': True, 'score': 0.9851331114768982, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/2b5a3aa4-d098-4729-abb7-e47d66326e79.jpg,call,test,4,1,"{'left': {'present': True, 'score': 0.9959043264389038, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/2ba21759-8192-49a6-b945-59ad90f53dbd.jpg,call,test,2,1,"{'left': {'present': True, 'score': 0.9856606721878052, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/2ce40bad-ef7e-44c8-9a0d-87017f7708af.jpg,call,test,1,1,"{'left': {'present': True, 'score': 0.9964341521263123, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/2d2f4901-d792-489a-a2e4-32acfb12ef82.jpg,call,test,3,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9760989546775818, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/2ede65cd-637a-4523-90be-fc40b6251148.jpg,call,test,2,1,"{'left': {'present': True, 'score': 0.9301267862319946, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/2fcfcfd6-f688-4ccc-b99e-87442fcd92dc.jpg,call,test,4,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9842902421951294, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/308b16df-d890-4c29-b38d-6d6a0de95898.jpg,call,test,3,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9764798879623413, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/3243baf8-88e8-455f-8770-22f4ef73f477.jpg,call,test,0,1,"{'left': {'present': True, 'score': 0.9890279769897461, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/3321cd05-ed8f-492b-bb1c-3c6ba1fae05d.jpg,call,test,4,2,"{'left': {'present': True, 'score': 0.9944854378700256, 'handedness': 'Left'}, 'right': {'present': True, 'score': 0.9865315556526184, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/34e61ca3-d808-4a01-916c-1dcb45d451f7.jpg,call,test,4,1,"{'left': {'present': True, 'score': 0.9897306561470032, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/354e57bc-41f8-46f7-be42-e3d7c00a9942.jpg,call,test,4,1,"{'left': {'present': True, 'score': 0.9788028597831726, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/36f2ef28-8634-4896-affa-1fd9ddfc1f33.jpg,call,test,4,1,"{'left': {'present': True, 'score': 0.9757180213928223, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/373bb0a2-2e1b-48de-9360-52259ac2f7c1.jpg,call,test,1,1,"{'left': {'present': True, 'score': 0.9808433055877686, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/3805fd8b-09e6-426d-a69e-751e439aee95.jpg,call,test,2,1,"{'left': {'present': True, 'score': 0.9549860954284668, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/3826e7db-d5b6-4361-b573-c38c2b91c9fd.jpg,call,test,0,1,"{'left': {'present': True, 'score': 0.984064519405365, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/38c9dfcc-60b3-468b-a4df-cbc06c8d539b.jpg,call,test,0,2,"{'left': {'present': True, 'score': 0.9743546843528748, 'handedness': 'Left'}, 'right': {'present': True, 'score': 0.9929383993148804, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/38d1f2cb-c402-4f11-9610-0bd407710907.jpg,call,test,1,2,"{'left': {'present': True, 'score': 0.9833104610443115, 'handedness': 'Left'}, 'right': {'present': True, 'score': 0.993578314781189, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/39459e54-1353-4c18-9b0f-867f3ad7d360.jpg,call,test,1,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9731057286262512, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/3a2883a3-46bc-49d1-b7fb-0aea44076506.jpg,call,test,1,2,"{'left': {'present': True, 'score': 0.9856505393981934, 'handedness': 'Left'}, 'right': {'present': True, 'score': 0.9709482789039612, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/3bb2f015-17fc-49d6-b76d-e8d152bb5340.jpg,call,test,2,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9940210580825806, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/3c1a3b01-70bc-4093-9c38-d901b0a365a8.jpg,call,test,4,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9916489720344543, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/3c80dae5-74c8-4138-95ab-95cdc1919aaf.jpg,call,test,2,2,"{'left': {'present': True, 'score': 0.9966596364974976, 'handedness': 'Left'}, 'right': {'present': True, 'score': 0.918990969657898, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/3dddd653-68b6-4b11-b726-76efd8d77be2.jpg,call,test,0,1,"{'left': {'present': True, 'score': 0.9842848777770996, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/414a12c4-fdcc-45e6-9e49-6b3edfa67242.jpg,call,test,2,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9734730124473572, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/42a387b3-9b43-40dc-a607-d7c0ed3ce730.jpg,call,test,1,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9730953574180603, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/4391d0a6-bb4c-4942-ae20-d359a4de212a.jpg,call,test,1,1,"{'left': {'present': True, 'score': 0.8335686922073364, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/43a80d80-64e3-45be-9d2f-40389d3d4ac9.jpg,call,test,1,1,"{'left': {'present': True, 'score': 0.6187025308609009, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/43c787ef-e362-4cdb-9e82-5b567fbd499e.jpg,call,test,2,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.971095085144043, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/44d813c9-140d-4975-a749-6c40074ec45b.jpg,call,test,3,2,"{'left': {'present': True, 'score': 0.9897708296775818, 'handedness': 'Left'}, 'right': {'present': True, 'score': 0.994310200214386, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/44eeeee7-71c9-4e35-ab5b-54fc756c04d5.jpg,call,test,3,1,"{'left': {'present': True, 'score': 0.9851769804954529, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/4535d9dc-8572-411a-9e08-64c81085acd5.jpg,call,test,3,1,"{'left': {'present': True, 'score': 0.9457707405090332, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/45aa7675-5166-4ef2-803d-d8865100aba7.jpg,call,test,0,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.8687542080879211, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/45ae721e-0989-466b-a4b4-4b6a4500f1a8.jpg,call,test,1,1,"{'left': {'present': True, 'score': 0.9541628360748291, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/45ffce56-2440-49c3-8cd3-ac52617e22af.jpg,call,test,0,1,"{'left': {'present': True, 'score': 0.9866043925285339, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/46afb032-b322-4378-9455-663f40f036c7.jpg,call,test,0,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9855115413665771, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/4703bfea-e6f5-43b3-b47a-5c07c6bbf337.jpg,call,test,4,1,"{'left': {'present': True, 'score': 0.969855546951294, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/47513496-a492-417e-a52f-1cf5f7cb9b58.jpg,call,test,0,1,"{'left': {'present': True, 'score': 0.9923744797706604, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/479dfca3-0829-4182-8eaa-96a616925898.jpg,call,test,1,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9731630682945251, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/483db1a7-b420-4c87-b358-6442a3d0e39b.jpg,call,test,0,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9544422626495361, 'handedness': 'Right'}}"
tiny_HaGRID/full_set/call/48c5224a-c673-4a98-9698-a21afcc9b94b.jpg,call,test,2,1,"{'left': {'present': True, 'score': 0.9851759672164917, 'handedness': 'Left'}, 'right': {'present': False, 'score': 0.0, 'handedness': None}}"
tiny_HaGRID/full_set/call/48f28d05-518e-4bae-a48a-48ec6f9fbaaa.jpg,call,test,2,1,"{'left': {'present': False, 'score': 0.0, 'handedness': None}, 'right': {'present': True, 'score': 0.9754784107208252, 'handedness': 'Right'}}"
